timestamp,day_of_week,hour_of_day,is_weekend,requests_per_second,is_spike,baseline_active_instances,cpu_utilization_pct,response_time_ms,required_instances
2026-01-01 03:35:00,3,3,0,151.4,0,8,7.6,43.8,2
2026-01-01 03:40:00,3,3,0,134.1,0,8,6.7,43.4,2
2026-01-01 03:45:00,3,3,0,145.9,0,8,7.3,43.6,2
2026-01-01 03:50:00,3,3,0,150.2,0,8,7.5,43.8,2
2026-01-01 03:55:00,3,3,0,173.4,0,8,8.7,44.3,2
2026-01-01 04:00:00,3,4,0,163.1,0,8,8.2,44.1,2
2026-01-01 04:05:00,3,4,0,132.0,0,8,6.6,43.3,2
2026-01-01 04:10:00,3,4,0,163.8,0,8,8.2,44.1,2
2026-01-01 04:15:00,3,4,0,153.7,0,8,7.7,43.8,2
2026-01-01 04:20:00,3,4,0,149.8,0,8,7.5,43.7,2
2026-01-01 04:25:00,3,4,0,169.7,0,8,8.5,44.2,2
2026-01-01 04:30:00,3,4,0,176.6,0,8,8.8,44.4,2
2026-01-01 04:35:00,3,4,0,175.8,0,8,8.8,44.4,2
2026-01-01 04:40:00,3,4,0,149.9,0,8,7.5,43.7,2
2026-01-01 04:45:00,3,4,0,158.5,0,8,7.9,44.0,2
2026-01-01 04:50:00,3,4,0,168.8,0,8,8.4,44.2,2
2026-01-01 04:55:00,3,4,0,179.2,0,8,9.0,44.5,2
2026-01-01 05:00:00,3,5,0,158.2,0,8,7.9,44.0,2
2026-01-01 05:05:00,3,5,0,163.4,0,8,8.2,44.1,2
2026-01-01 05:10:00,3,5,0,150.5,0,8,7.5,43.8,2
2026-01-01 05:15:00,3,5,0,150.0,0,8,7.5,43.8,2
2026-01-01 05:20:00,3,5,0,181.1,0,8,9.1,44.5,2
2026-01-01 05:25:00,3,5,0,190.2,0,8,9.5,44.8,2
2026-01-01 05:30:00,3,5,0,169.8,0,8,8.5,44.2,2
2026-01-01 05:35:00,3,5,0,187.0,0,8,9.4,44.7,2
2026-01-01 05:40:00,3,5,0,178.4,0,8,8.9,44.5,2
2026-01-01 05:45:00,3,5,0,164.5,0,8,8.2,44.1,2
2026-01-01 05:50:00,3,5,0,180.8,0,8,9.0,44.5,2
2026-01-01 05:55:00,3,5,0,199.6,0,8,10.0,45.0,2
2026-01-01 06:00:00,3,6,0,177.3,0,8,8.9,44.4,2
2026-01-01 06:05:00,3,6,0,202.6,0,8,10.1,45.1,2
2026-01-01 06:10:00,3,6,0,141.3,0,8,7.1,43.5,2
2026-01-01 06:15:00,3,6,0,194.3,0,8,9.7,44.9,2
2026-01-01 06:20:00,3,6,0,184.8,0,8,9.2,44.6,2
2026-01-01 06:25:00,3,6,0,180.5,0,8,9.0,44.5,2
2026-01-01 06:30:00,3,6,0,188.0,0,8,9.4,44.7,2
2026-01-01 06:35:00,3,6,0,158.4,0,8,7.9,44.0,2
2026-01-01 06:40:00,3,6,0,186.7,0,8,9.3,44.7,2
2026-01-01 06:45:00,3,6,0,197.1,0,8,9.9,44.9,2
2026-01-01 06:50:00,3,6,0,215.7,0,8,10.8,45.4,2
2026-01-01 06:55:00,3,6,0,187.7,0,8,9.4,44.7,2
2026-01-01 07:00:00,3,7,0,185.2,0,8,9.3,44.6,2
2026-01-01 07:05:00,3,7,0,191.8,0,8,9.6,44.8,2
2026-01-01 07:10:00,3,7,0,215.2,0,8,10.8,45.4,2
2026-01-01 07:15:00,3,7,0,208.5,0,8,10.4,45.2,2
2026-01-01 07:20:00,3,7,0,197.8,0,8,9.9,44.9,2
2026-01-01 07:25:00,3,7,0,215.7,0,8,10.8,45.4,2
2026-01-01 07:30:00,3,7,0,211.8,0,8,10.6,45.3,2
2026-01-01 07:35:00,3,7,0,227.3,0,8,11.4,45.7,2
2026-01-01 07:40:00,3,7,0,204.7,0,8,10.2,45.1,2
2026-01-01 07:45:00,3,7,0,212.8,0,8,10.6,45.3,2
2026-01-01 07:50:00,3,7,0,214.4,0,8,10.7,45.4,2
2026-01-01 07:55:00,3,7,0,201.0,0,8,10.0,45.0,2
2026-01-01 08:00:00,3,8,0,230.1,0,8,11.5,45.8,2
2026-01-01 08:05:00,3,8,0,232.4,0,8,11.6,45.8,2
2026-01-01 08:10:00,3,8,0,231.4,0,8,11.6,45.8,2
2026-01-01 08:15:00,3,8,0,230.8,0,8,11.5,45.8,2
2026-01-01 08:20:00,3,8,0,216.0,0,8,10.8,45.4,2
2026-01-01 08:25:00,3,8,0,234.0,0,8,11.7,45.8,2
2026-01-01 08:30:00,3,8,0,238.3,0,8,11.9,46.0,2
2026-01-01 08:35:00,3,8,0,234.6,0,8,11.7,45.9,2
2026-01-01 08:40:00,3,8,0,247.5,0,8,12.4,46.2,2
2026-01-01 08:45:00,3,8,0,259.3,0,8,13.0,46.5,2
2026-01-01 08:50:00,3,8,0,284.9,0,8,14.2,47.1,2
2026-01-01 08:55:00,3,8,0,262.7,0,8,13.1,46.6,2
2026-01-01 09:00:00,3,9,0,267.5,0,8,13.4,46.7,2
2026-01-01 09:05:00,3,9,0,266.1,0,8,13.3,46.7,2
2026-01-01 09:10:00,3,9,0,242.1,0,8,12.1,46.1,2
2026-01-01 09:15:00,3,9,0,274.2,0,8,13.7,46.9,2
2026-01-01 09:20:00,3,9,0,279.2,0,8,14.0,47.0,2
2026-01-01 09:25:00,3,9,0,319.1,0,8,16.0,48.0,2
2026-01-01 09:30:00,3,9,0,283.1,0,8,14.2,47.1,2
2026-01-01 09:35:00,3,9,0,294.4,0,8,14.7,47.4,2
2026-01-01 09:40:00,3,9,0,293.4,0,8,14.7,47.3,2
2026-01-01 09:45:00,3,9,0,280.4,0,8,14.0,47.0,2
2026-01-01 09:50:00,3,9,0,319.1,0,8,16.0,48.0,2
2026-01-01 09:55:00,3,9,0,317.4,0,8,15.9,47.9,2
2026-01-01 10:00:00,3,10,0,322.1,0,8,16.1,48.1,2
2026-01-01 10:05:00,3,10,0,300.8,0,8,15.0,47.5,2
2026-01-01 10:10:00,3,10,0,339.7,0,8,17.0,48.5,2
2026-01-01 10:15:00,3,10,0,301.9,0,8,15.1,47.5,2
2026-01-01 10:20:00,3,10,0,336.0,0,8,16.8,48.4,2
2026-01-01 10:25:00,3,10,0,364.4,0,8,18.2,49.1,2
2026-01-01 10:30:00,3,10,0,321.0,0,8,16.0,48.0,2
2026-01-01 10:35:00,3,10,0,331.8,0,8,16.6,48.3,2
2026-01-01 10:40:00,3,10,0,346.1,0,8,17.3,48.7,2
2026-01-01 10:45:00,3,10,0,341.5,0,8,17.1,48.5,2
2026-01-01 10:50:00,3,10,0,330.2,0,8,16.5,48.3,2
2026-01-01 10:55:00,3,10,0,358.9,0,8,17.9,49.0,2
2026-01-01 11:00:00,3,11,0,346.4,0,8,17.3,48.7,2
2026-01-01 11:05:00,3,11,0,373.8,0,8,18.7,49.3,2
2026-01-01 11:10:00,3,11,0,357.3,0,8,17.9,48.9,2
2026-01-01 11:15:00,3,11,0,398.8,0,8,19.9,50.0,3
2026-01-01 11:20:00,3,11,0,368.2,0,8,18.4,49.2,2
2026-01-01 11:25:00,3,11,0,379.5,0,8,19.0,49.5,3
2026-01-01 11:30:00,3,11,0,400.9,0,8,20.0,50.0,3
2026-01-01 11:35:00,3,11,0,374.6,0,8,18.7,49.4,2
2026-01-01 11:40:00,3,11,0,400.7,0,8,20.0,50.0,3
2026-01-01 11:45:00,3,11,0,421.2,0,8,21.1,50.5,3
2026-01-01 11:50:00,3,11,0,381.7,0,8,19.1,49.5,3
2026-01-01 11:55:00,3,11,0,412.8,0,8,20.6,50.3,3
2026-01-01 12:00:00,3,12,0,418.1,0,8,20.9,50.5,3
2026-01-01 12:05:00,3,12,0,430.0,0,8,21.5,50.8,3
2026-01-01 12:10:00,3,12,0,403.8,0,8,20.2,50.1,3
2026-01-01 12:15:00,3,12,0,406.5,0,8,20.3,50.2,3
2026-01-01 12:20:00,3,12,0,438.1,0,8,21.9,51.0,3
2026-01-01 12:25:00,3,12,0,438.6,0,8,21.9,51.0,3
2026-01-01 12:30:00,3,12,0,441.7,0,8,22.1,51.0,3
2026-01-01 12:35:00,3,12,0,446.8,0,8,22.3,51.2,3
2026-01-01 12:40:00,3,12,0,435.0,0,8,21.8,50.9,3
2026-01-01 12:45:00,3,12,0,452.3,0,8,22.6,51.3,3
2026-01-01 12:50:00,3,12,0,456.6,0,8,22.8,51.4,3
2026-01-01 12:55:00,3,12,0,444.9,0,8,22.2,51.1,3
2026-01-01 13:00:00,3,13,0,486.9,0,8,24.3,52.2,3
2026-01-01 13:05:00,3,13,0,469.1,0,8,23.5,51.7,3
2026-01-01 13:10:00,3,13,0,447.2,0,8,22.4,51.2,3
2026-01-01 13:15:00,3,13,0,477.9,0,8,23.9,51.9,3
2026-01-01 13:20:00,3,13,0,456.3,0,8,22.8,51.4,3
2026-01-01 13:25:00,3,13,0,485.4,0,8,24.3,52.1,3
2026-01-01 13:30:00,3,13,0,493.6,0,8,24.7,52.3,3
2026-01-01 13:35:00,3,13,0,466.4,0,8,23.3,51.7,3
2026-01-01 13:40:00,3,13,0,495.5,0,8,24.8,52.4,3
2026-01-01 13:45:00,3,13,0,489.5,0,8,24.5,52.2,3
2026-01-01 13:50:00,3,13,0,497.8,0,8,24.9,52.4,3
2026-01-01 13:55:00,3,13,0,515.8,0,8,25.8,52.9,3
2026-01-01 14:00:00,3,14,0,485.6,0,8,24.3,52.1,3
2026-01-01 14:05:00,3,14,0,479.6,0,8,24.0,52.0,3
2026-01-01 14:10:00,3,14,0,479.1,0,8,24.0,52.0,3
2026-01-01 14:15:00,3,14,0,481.7,0,8,24.1,52.0,3
2026-01-01 14:20:00,3,14,0,494.0,0,8,24.7,52.4,3
2026-01-01 14:25:00,3,14,0,501.4,0,8,25.1,52.5,3
2026-01-01 14:30:00,3,14,0,501.4,0,8,25.1,52.5,3
2026-01-01 14:35:00,3,14,0,510.5,0,8,25.5,52.8,3
2026-01-01 14:40:00,3,14,0,499.0,0,8,25.0,52.5,3
2026-01-01 14:45:00,3,14,0,521.1,0,8,26.1,53.0,3
2026-01-01 14:50:00,3,14,0,495.7,0,8,24.8,52.4,3
2026-01-01 14:55:00,3,14,0,540.7,0,8,27.0,53.5,3
2026-01-01 15:00:00,3,15,0,509.4,0,8,25.5,52.7,3
2026-01-01 15:05:00,3,15,0,487.1,0,8,24.4,52.2,3
2026-01-01 15:10:00,3,15,0,483.6,0,8,24.2,52.1,3
2026-01-01 15:15:00,3,15,0,506.6,1,8,25.3,52.7,3
2026-01-01 15:20:00,3,15,0,1280.8,1,8,64.0,72.0,7
2026-01-01 15:25:00,3,15,0,1962.3,1,8,98.1,447.7,11
2026-01-01 15:30:00,3,15,0,2301.0,1,8,115.0,1286.3,13
2026-01-01 15:35:00,3,15,0,2259.1,1,8,113.0,1159.7,13
2026-01-01 15:40:00,3,15,0,1860.7,1,8,93.0,283.3,10
2026-01-01 15:45:00,3,15,0,1218.1,1,8,60.9,70.5,7
2026-01-01 15:50:00,3,15,0,485.8,0,8,24.3,52.1,3
2026-01-01 15:55:00,3,15,0,503.8,0,8,25.2,52.6,3
2026-01-01 16:00:00,3,16,0,492.4,0,8,24.6,52.3,3
2026-01-01 16:05:00,3,16,0,468.7,0,8,23.4,51.7,3
2026-01-01 16:10:00,3,16,0,488.0,0,8,24.4,52.2,3
2026-01-01 16:15:00,3,16,0,489.1,0,8,24.5,52.2,3
2026-01-01 16:20:00,3,16,0,467.8,0,8,23.4,51.7,3
2026-01-01 16:25:00,3,16,0,481.0,0,8,24.0,52.0,3
2026-01-01 16:30:00,3,16,0,477.1,0,8,23.9,51.9,3
2026-01-01 16:35:00,3,16,0,456.5,0,8,22.8,51.4,3
2026-01-01 16:40:00,3,16,0,476.3,0,8,23.8,51.9,3
2026-01-01 16:45:00,3,16,0,476.5,0,8,23.8,51.9,3
2026-01-01 16:50:00,3,16,0,481.3,0,8,24.1,52.0,3
2026-01-01 16:55:00,3,16,0,477.8,0,8,23.9,51.9,3
2026-01-01 17:00:00,3,17,0,438.2,0,8,21.9,51.0,3
2026-01-01 17:05:00,3,17,0,441.5,0,8,22.1,51.0,3
2026-01-01 17:10:00,3,17,0,460.0,0,8,23.0,51.5,3
2026-01-01 17:15:00,3,17,0,456.5,0,8,22.8,51.4,3
2026-01-01 17:20:00,3,17,0,453.0,0,8,22.7,51.3,3
2026-01-01 17:25:00,3,17,0,499.4,0,8,25.0,52.5,3
2026-01-01 17:30:00,3,17,0,446.5,0,8,22.3,51.2,3
2026-01-01 17:35:00,3,17,0,451.1,0,8,22.6,51.3,3
2026-01-01 17:40:00,3,17,0,444.6,0,8,22.2,51.1,3
2026-01-01 17:45:00,3,17,0,436.1,0,8,21.8,50.9,3
2026-01-01 17:50:00,3,17,0,417.6,0,8,20.9,50.4,3
2026-01-01 17:55:00,3,17,0,429.7,0,8,21.5,50.7,3
2026-01-01 18:00:00,3,18,0,402.6,0,8,20.1,50.1,3
2026-01-01 18:05:00,3,18,0,406.5,0,8,20.3,50.2,3
2026-01-01 18:10:00,3,18,0,398.6,0,8,19.9,50.0,3
2026-01-01 18:15:00,3,18,0,402.8,0,8,20.1,50.1,3
2026-01-01 18:20:00,3,18,0,432.0,0,8,21.6,50.8,3
2026-01-01 18:25:00,3,18,0,365.0,0,8,18.2,49.1,2
2026-01-01 18:30:00,3,18,0,399.0,0,8,20.0,50.0,3
2026-01-01 18:35:00,3,18,0,360.1,0,8,18.0,49.0,2
2026-01-01 18:40:00,3,18,0,372.9,0,8,18.6,49.3,2
2026-01-01 18:45:00,3,18,0,391.9,0,8,19.6,49.8,3
2026-01-01 18:50:00,3,18,0,372.1,0,8,18.6,49.3,2
2026-01-01 18:55:00,3,18,0,350.5,0,8,17.5,48.8,2
2026-01-01 19:00:00,3,19,0,351.6,0,8,17.6,48.8,2
2026-01-01 19:05:00,3,19,0,368.1,0,8,18.4,49.2,2
2026-01-01 19:10:00,3,19,0,342.5,0,8,17.1,48.6,2
2026-01-01 19:15:00,3,19,0,352.3,0,8,17.6,48.8,2
2026-01-01 19:20:00,3,19,0,345.3,0,8,17.3,48.6,2
2026-01-01 19:25:00,3,19,0,330.5,0,8,16.5,48.3,2
2026-01-01 19:30:00,3,19,0,368.0,0,8,18.4,49.2,2
2026-01-01 19:35:00,3,19,0,341.0,0,8,17.0,48.5,2
2026-01-01 19:40:00,3,19,0,296.8,0,8,14.8,47.4,2
2026-01-01 19:45:00,3,19,0,325.7,0,8,16.3,48.1,2
2026-01-01 19:50:00,3,19,0,308.7,0,8,15.4,47.7,2
2026-01-01 19:55:00,3,19,0,327.2,0,8,16.4,48.2,2
2026-01-01 20:00:00,3,20,0,298.4,0,8,14.9,47.5,2
2026-01-01 20:05:00,3,20,0,304.4,0,8,15.2,47.6,2
2026-01-01 20:10:00,3,20,0,309.6,0,8,15.5,47.7,2
2026-01-01 20:15:00,3,20,0,310.9,0,8,15.5,47.8,2
2026-01-01 20:20:00,3,20,0,275.9,0,8,13.8,46.9,2
2026-01-01 20:25:00,3,20,0,284.9,0,8,14.2,47.1,2
2026-01-01 20:30:00,3,20,0,278.9,0,8,13.9,47.0,2
2026-01-01 20:35:00,3,20,0,272.3,0,8,13.6,46.8,2
2026-01-01 20:40:00,3,20,0,304.8,0,8,15.2,47.6,2
2026-01-01 20:45:00,3,20,0,280.6,0,8,14.0,47.0,2
2026-01-01 20:50:00,3,20,0,251.9,0,8,12.6,46.3,2
2026-01-01 20:55:00,3,20,0,281.0,0,8,14.0,47.0,2
2026-01-01 21:00:00,3,21,0,295.5,0,8,14.8,47.4,2
2026-01-01 21:05:00,3,21,0,275.6,0,8,13.8,46.9,2
2026-01-01 21:10:00,3,21,0,233.9,0,8,11.7,45.8,2
2026-01-01 21:15:00,3,21,0,246.0,0,8,12.3,46.2,2
2026-01-01 21:20:00,3,21,0,268.9,0,8,13.4,46.7,2
2026-01-01 21:25:00,3,21,0,236.1,0,8,11.8,45.9,2
2026-01-01 21:30:00,3,21,0,250.1,0,8,12.5,46.3,2
2026-01-01 21:35:00,3,21,0,252.0,0,8,12.6,46.3,2
2026-01-01 21:40:00,3,21,0,223.4,0,8,11.2,45.6,2
2026-01-01 21:45:00,3,21,0,233.4,0,8,11.7,45.8,2
2026-01-01 21:50:00,3,21,0,182.7,0,8,9.1,44.6,2
2026-01-01 21:55:00,3,21,0,213.1,0,8,10.7,45.3,2
2026-01-01 22:00:00,3,22,0,221.9,0,8,11.1,45.5,2
2026-01-01 22:05:00,3,22,0,204.3,0,8,10.2,45.1,2
2026-01-01 22:10:00,3,22,0,244.8,0,8,12.2,46.1,2
2026-01-01 22:15:00,3,22,0,196.3,0,8,9.8,44.9,2
2026-01-01 22:20:00,3,22,0,208.6,0,8,10.4,45.2,2
2026-01-01 22:25:00,3,22,0,214.7,0,8,10.7,45.4,2
2026-01-01 22:30:00,3,22,0,232.0,0,8,11.6,45.8,2
2026-01-01 22:35:00,3,22,0,186.5,0,8,9.3,44.7,2
2026-01-01 22:40:00,3,22,0,223.2,0,8,11.2,45.6,2
2026-01-01 22:45:00,3,22,0,203.7,0,8,10.2,45.1,2
2026-01-01 22:50:00,3,22,0,186.7,0,8,9.3,44.7,2
2026-01-01 22:55:00,3,22,0,206.3,0,8,10.3,45.2,2
2026-01-01 23:00:00,3,23,0,200.4,0,8,10.0,45.0,2
2026-01-01 23:05:00,3,23,0,186.4,0,8,9.3,44.7,2
2026-01-01 23:10:00,3,23,0,194.6,0,8,9.7,44.9,2
2026-01-01 23:15:00,3,23,0,185.9,0,8,9.3,44.6,2
2026-01-01 23:20:00,3,23,0,191.7,0,8,9.6,44.8,2
2026-01-01 23:25:00,3,23,0,198.2,0,8,9.9,45.0,2
2026-01-01 23:30:00,3,23,0,210.4,0,8,10.5,45.3,2
2026-01-01 23:35:00,3,23,0,166.4,0,8,8.3,44.2,2
2026-01-01 23:40:00,3,23,0,215.5,0,8,10.8,45.4,2
2026-01-01 23:45:00,3,23,0,152.7,0,8,7.6,43.8,2
2026-01-01 23:50:00,3,23,0,178.3,0,8,8.9,44.5,2
2026-01-01 23:55:00,3,23,0,188.0,0,8,9.4,44.7,2
2026-01-02 00:00:00,4,0,0,154.5,0,8,7.7,43.9,2
2026-01-02 00:05:00,4,0,0,141.0,0,8,7.0,43.5,2
2026-01-02 00:10:00,4,0,0,147.2,0,8,7.4,43.7,2
2026-01-02 00:15:00,4,0,0,143.0,0,8,7.2,43.6,2
2026-01-02 00:20:00,4,0,0,141.6,0,8,7.1,43.5,2
2026-01-02 00:25:00,4,0,0,163.2,0,8,8.2,44.1,2
2026-01-02 00:30:00,4,0,0,155.8,0,8,7.8,43.9,2
2026-01-02 00:35:00,4,0,0,140.1,0,8,7.0,43.5,2
2026-01-02 00:40:00,4,0,0,164.1,0,8,8.2,44.1,2
2026-01-02 00:45:00,4,0,0,155.2,0,8,7.8,43.9,2
2026-01-02 00:50:00,4,0,0,162.9,0,8,8.1,44.1,2
2026-01-02 00:55:00,4,0,0,160.2,0,8,8.0,44.0,2
2026-01-02 01:00:00,4,1,0,138.3,0,8,6.9,43.5,2
2026-01-02 01:05:00,4,1,0,142.4,0,8,7.1,43.6,2
2026-01-02 01:10:00,4,1,0,162.1,0,8,8.1,44.1,2
2026-01-02 01:15:00,4,1,0,160.1,0,8,8.0,44.0,2
2026-01-02 01:20:00,4,1,0,150.7,0,8,7.5,43.8,2
2026-01-02 01:25:00,4,1,0,152.9,0,8,7.6,43.8,2
2026-01-02 01:30:00,4,1,0,170.3,0,8,8.5,44.3,2
2026-01-02 01:35:00,4,1,0,142.4,0,8,7.1,43.6,2
2026-01-02 01:40:00,4,1,0,159.6,0,8,8.0,44.0,2
2026-01-02 01:45:00,4,1,0,148.4,0,8,7.4,43.7,2
2026-01-02 01:50:00,4,1,0,148.3,0,8,7.4,43.7,2
2026-01-02 01:55:00,4,1,0,168.1,0,8,8.4,44.2,2
2026-01-02 02:00:00,4,2,0,164.2,0,8,8.2,44.1,2
2026-01-02 02:05:00,4,2,0,164.1,0,8,8.2,44.1,2
2026-01-02 02:10:00,4,2,0,171.6,0,8,8.6,44.3,2
2026-01-02 02:15:00,4,2,0,152.5,0,8,7.6,43.8,2
2026-01-02 02:20:00,4,2,0,162.6,0,8,8.1,44.1,2
2026-01-02 02:25:00,4,2,0,147.8,0,8,7.4,43.7,2
2026-01-02 02:30:00,4,2,0,157.5,0,8,7.9,43.9,2
2026-01-02 02:35:00,4,2,0,150.9,0,8,7.5,43.8,2
2026-01-02 02:40:00,4,2,0,154.5,0,8,7.7,43.9,2
2026-01-02 02:45:00,4,2,0,162.1,0,8,8.1,44.1,2
2026-01-02 02:50:00,4,2,0,141.2,0,8,7.1,43.5,2
2026-01-02 02:55:00,4,2,0,185.0,0,8,9.2,44.6,2
2026-01-02 03:00:00,4,3,0,138.8,0,8,6.9,43.5,2
2026-01-02 03:05:00,4,3,0,135.9,0,8,6.8,43.4,2
2026-01-02 03:10:00,4,3,0,171.8,0,8,8.6,44.3,2
2026-01-02 03:15:00,4,3,0,166.6,0,8,8.3,44.2,2
2026-01-02 03:20:00,4,3,0,164.3,0,8,8.2,44.1,2
2026-01-02 03:25:00,4,3,0,164.7,0,8,8.2,44.1,2
2026-01-02 03:30:00,4,3,0,155.4,0,8,7.8,43.9,2
2026-01-02 03:35:00,4,3,0,142.5,0,8,7.1,43.6,2
2026-01-02 03:40:00,4,3,0,157.5,0,8,7.9,43.9,2
2026-01-02 03:45:00,4,3,0,146.5,0,8,7.3,43.7,2
2026-01-02 03:50:00,4,3,0,171.7,0,8,8.6,44.3,2
2026-01-02 03:55:00,4,3,0,155.3,0,8,7.8,43.9,2
2026-01-02 04:00:00,4,4,0,145.6,0,8,7.3,43.6,2
2026-01-02 04:05:00,4,4,0,153.6,0,8,7.7,43.8,2
2026-01-02 04:10:00,4,4,0,165.1,0,8,8.3,44.1,2
2026-01-02 04:15:00,4,4,0,151.0,0,8,7.6,43.8,2
2026-01-02 04:20:00,4,4,0,147.7,0,8,7.4,43.7,2
2026-01-02 04:25:00,4,4,0,164.2,0,8,8.2,44.1,2
2026-01-02 04:30:00,4,4,0,164.8,0,8,8.2,44.1,2
2026-01-02 04:35:00,4,4,0,154.2,0,8,7.7,43.9,2
2026-01-02 04:40:00,4,4,0,155.4,0,8,7.8,43.9,2
2026-01-02 04:45:00,4,4,0,166.6,0,8,8.3,44.2,2
2026-01-02 04:50:00,4,4,0,142.1,0,8,7.1,43.6,2
2026-01-02 04:55:00,4,4,0,143.5,0,8,7.2,43.6,2
2026-01-02 05:00:00,4,5,0,154.6,0,8,7.7,43.9,2
2026-01-02 05:05:00,4,5,0,163.0,0,8,8.2,44.1,2
2026-01-02 05:10:00,4,5,0,171.7,0,8,8.6,44.3,2
2026-01-02 05:15:00,4,5,0,190.1,0,8,9.5,44.8,2
2026-01-02 05:20:00,4,5,0,181.7,0,8,9.1,44.5,2
2026-01-02 05:25:00,4,5,0,167.4,0,8,8.4,44.2,2
2026-01-02 05:30:00,4,5,0,170.6,0,8,8.5,44.3,2
2026-01-02 05:35:00,4,5,0,156.9,0,8,7.8,43.9,2
2026-01-02 05:40:00,4,5,0,172.7,0,8,8.6,44.3,2
2026-01-02 05:45:00,4,5,0,169.8,0,8,8.5,44.2,2
2026-01-02 05:50:00,4,5,0,180.2,0,8,9.0,44.5,2
2026-01-02 05:55:00,4,5,0,164.2,0,8,8.2,44.1,2
2026-01-02 06:00:00,4,6,0,185.6,0,8,9.3,44.6,2
2026-01-02 06:05:00,4,6,0,202.2,0,8,10.1,45.1,2
2026-01-02 06:10:00,4,6,0,178.9,0,8,8.9,44.5,2
2026-01-02 06:15:00,4,6,0,188.0,0,8,9.4,44.7,2
2026-01-02 06:20:00,4,6,0,193.8,0,8,9.7,44.8,2
2026-01-02 06:25:00,4,6,0,179.0,0,8,9.0,44.5,2
2026-01-02 06:30:00,4,6,0,190.0,0,8,9.5,44.8,2
2026-01-02 06:35:00,4,6,0,188.4,0,8,9.4,44.7,2
2026-01-02 06:40:00,4,6,0,191.4,0,8,9.6,44.8,2
2026-01-02 06:45:00,4,6,0,180.1,0,8,9.0,44.5,2
2026-01-02 06:50:00,4,6,0,193.9,0,8,9.7,44.8,2
2026-01-02 06:55:00,4,6,0,202.9,0,8,10.1,45.1,2
2026-01-02 07:00:00,4,7,0,219.1,0,8,11.0,45.5,2
2026-01-02 07:05:00,4,7,0,213.8,0,8,10.7,45.3,2
